"","EarDiameter_NY","EarLength_NY","EarRankNumber_NY","EarRowNumber_NY","EarWeight_NY","GDDAnthesisSilkingInterval_NY","GDDDaystoSilk_NY","GDDDaystoTassel_NY","GerminationCount_NY","LeafLength_NY","LeafWidth_NY","MainSpikeLength_NY","MiddleLeafAngle_NY","NIROil_NY","NIRProtein_NY","NIRStarch_NY","NorthernLeafBlightPercentage_NY","NumberofTilleringPlants_NY","PlantHeight_NY","SecondaryBranchNumber_NY","SeedSetLength_NY","StandCount_NY","TasselBranchLength_NY","TasselLength_NY","TasselPrimaryBranches_NY","TilleringIndex_NY","UpperLeafAngle_NY","X20KernelWeight_NY"
"Z026E0048",45.9168088360651,131.841988531228,25.5415299227703,18.0846510102173,96.0338323939137,57.1847507426244,980.406183028509,924.0672225,3.94077612733705,701,101.5,234.5,64.2036014082141,4.86078068550917,17.745078741422,60.3302523885481,NA,0.86473649885544,147.5,1.81857637417577,129.021552970443,9.85801426426351,258.712491631153,339,9.5,NA,75.2416291977279,3.87437809506063
"Z026E0049",38.907697422787,119.333333333333,14.0415299227703,14.6666666666667,60.293621226218,7.360555,947.8172225,940.4566675,5.33333333333333,771.5,102.5,188,69.2036014082141,3.70921931449083,14.184921258578,64.8997476114519,15.3931372515637,0.86473649885544,150,1.81857637417577,94.0735007779934,12.8580142642635,199.712491631153,290,4,NA,69.7583708022721,5.16666666666667
"Z026E0050",40.657697422787,126.5,22.0415299227703,13,44.043621226218,23.75,947.8172225,924.0672225,6,825,103,201,65,4.32921931449083,15.674921258578,65.379747611452,22.0598039215637,0.86473649885544,172.5,1.81857637417577,98.3235007779934,10.8580142642635,216.712491631153,336,14.5,NA,75,4.11666666666667
"Z026E0051",39.3333333333333,97.5,15.5415299227703,14.6666666666667,47.1666666666667,40.1658325,855.02389,814.8580575,8.44077612733705,682.5,89,197.5,49.2036014082141,3.68078068550917,13.045078741422,69.0002523885481,NA,0.86473649885544,127.5,1.81857637417577,79,13.8580142642635,128.712491631153,281,8,NA,75,3.91666666666667
"Z026E0052",NA,85.4311373914454,NA,12.2307276745695,NA,88.5741957426244,970.127293028509,881.72944783576,6.44077612733705,795.5,86,198.5,70,NA,NA,NA,NA,0.86473649885544,178.384299261511,2.81857637417577,NA,11.8580142642635,173.712491631153,282,9.5,NA,80.2416291977279,NA
"Z026E0053",39.1666666666667,101.166666666667,24.0415299227703,15.8333333333333,64,55.875,929.0936125,873.2186125,7.94077612733705,651.5,98,184.5,74.2036014082141,5.125,14.29,69.535,NA,0.86473649885544,125,0.818576374175771,87.8333333333334,7.85801426426352,204.712491631153,269,8.5,NA,72.5,3.46666666666667
"Z026E0054",41.657697422787,135.034431304277,28.5415299227703,16.1346361627153,59.543621226218,59.4058657426244,887.627293028509,828.39777783576,8,720,96.25,186,55,4.62,13.785,70.17,NA,0.86473649885544,160,1.81857637417577,120.323500777993,10.8580142642635,210.712491631153,286.5,11.5,NA,70,2.98307012793367
"Z026E0055",40.407697422787,125.784431304277,30.5415299227703,12.8846361627153,62.293621226218,19.860555,930.4566675,910.5936125,8.33333333333333,775,108.5,217,59.2036014082141,4.05,14.655,67.665,NA,0.86473649885544,160,1.81857637417577,116.073500777993,8.85801426426351,238.712491631153,309.5,9,NA,67.5,3.33307012793367
"Z026E0056",48.6666666666667,118.5,33.5415299227703,19.1666666666667,109.5,19.413335,868.9975,849.5816675,7.66666666666667,732.5,113,301,79.2036014082141,5.35,12.765,69.915,NA,0.86473649885544,165,-0.181423625824229,110.833333333333,12.8580142642635,264.712491631153,341,4,NA,75,4
"Z026E0057",51.1666666666667,116,24.0415299227703,24,102,69.9566675,925.0672225,855.110555,5.94077612733705,783,84.5,285.5,60,5.12921931449083,12.554921258578,67.2897476114519,NA,0.86473649885544,163.75,0.818576374175771,104.5,11.8580142642635,219.712491631153,358,3.5,NA,72.5,3.01666666666667
"Z026E0058",47.5507069952455,125.136562961337,31.0415299227703,16.1576893423934,108.473294970739,26.84611,785.8725,759.02389,9.91206330384595,751.25,97.75,229.5,60,4.715,12.91,68.315,12.0598039215637,0.86473649885544,147.5,1.81857637417577,104.437275707228,9.85801426426351,154.712491631153,323.5,10.5,NA,72.5,5.62911891959665
"Z026E0059",42.657697422787,136.534431304277,28.0415299227703,13.6346361627153,82.543621226218,80.5164207426244,962.074513028509,881.72944783576,7.33333333333333,823.25,99.25,225,69.2036014082141,5.62921931449082,16.594921258578,62.4897476114519,17.0598039215637,0.86473649885544,172.5,1.81857637417577,113.323500777993,6.85801426426352,200.712491631153,292.5,5.5,NA,75,3.45807012793367
"Z026E0060",37.5415955819674,111.579005734386,NA,13.9576744948914,29.4830838030432,4.02639,951.8436125,947.8172225,7.44077612733705,789.5,95,256,64.2036014082141,NA,NA,NA,NA,0.86473649885544,177.5,0.818576374175771,66.2392235147786,11.8580142642635,262.712491631153,360,10,NA,75,2.98385974413267
"Z026E0061",43.1666666666667,130.833333333333,29.0415299227703,14.6666666666667,82.5,41.92778,933.8869425,891.9541675,7.33333333333333,777,124,266,65,3.995,15.62,66.01,28.7264705915637,0.86473649885544,173.384299261511,2.81857637417577,114.833333333333,10.8580142642635,236.712491631153,375.5,8.5,NA,70.2416291977279,3.96666666666667
"Z026E0062",45.407697422787,147.534431304277,24.0415299227703,14.3846361627153,100.543621226218,31.834165,935.0672225,903.2330575,8,739.5,98,193.5,59.2036014082141,5.565,14.86,66.355,NA,0.86473649885544,172.5,4.81857637417577,110.073500777993,10.8580142642635,211.712491631153,315,16.5,NA,67.5,5.38307012793367
"Z026E0063",45.6666666666667,104,21.0415299227703,15.6576893423934,74.3333333333333,38.485555,876.39889,837.913335,4.94077612733705,705.75,103,238,64.2036014082141,5.30921931449083,17.564921258578,60.929747611452,NA,0.86473649885544,152.5,2.81857637417577,97,11.8580142642635,224.712491631153,309.5,8,NA,67.5,4.43307012793367
"Z026E0064",49.157697422787,112.034431304277,23.5415299227703,17.6346361627153,95.293621226218,58.1225,934.4830575,876.360555,6.33333333333333,772,95.5,197,63.75,4.44921931449083,18.124921258578,65.0597476114519,13.7264705915637,0.86473649885544,152.5,1.81857637417577,104.573500777993,11.8580142642635,198.712491631153,287,16.5,NA,77.5,4.68307012793367
"Z026E0065",42.5415955819674,112.079005734386,NA,14.9576744948914,50.5534100585223,29.3725,912.14889,882.7763875,5.44077612733705,699,99.25,221.5,59.2036014082141,NA,NA,NA,NA,0.86473649885544,125,1.81857637417577,87.2392235147786,10.8580142642635,173.712491631153,328,8.5,NA,70,4.1917621608067
"Z026E0066",44.157697422787,119.284431304277,18.0415299227703,17,68.6666666666667,53.02639,882.47111,829.4422225,6.66666666666667,713.25,101.25,272,69.2036014082141,4.32,14.63,66.59,32.0598039215637,0.86473649885544,157.5,1.81857637417577,89.8235007779934,10.8580142642635,260.712491631153,363,7.5,NA,77.5,4.11666666666667
"Z026E0067",42.6666666666667,120.333333333333,25.0415299227703,16.3333333333333,63.8333333333333,39.4686125,910.5936125,871.1225,7.33333333333333,740.5,79,233,55,4.765,14.8,65.675,15.3931372515637,0.86473649885544,167.5,-0.181423625824229,91.6666666666667,9.85801426426351,230.712491631153,304,9,NA,55,4.1
"Z026E0068",39.1666666666667,145.833333333333,20.0415299227703,14.3333333333333,64.793621226218,32.608055,930.4566675,897.8436125,6,915.5,94,300,61.7036014082141,3.965,14.84,64.895,20.3931372515637,0.86473649885544,180,0.818576374175771,129.5,7.85801426426351,258.712491631153,384,14,NA,67.5,3.45807012793367
"Z026E0069",46.6666666666667,100.333333333333,22.5415299227703,18.4076893423934,61,9.4302775,844.4013875,834.97111,8.44077612733705,711.5,89,211,64.2036014082141,NA,NA,NA,NA,0.86473649885544,165,1.81857637417577,84.5,8.85801426426352,211.712491631153,306.5,10.5,NA,62.5,3.81666666666667
"Z026E0070",47.157697422787,99.0344313042773,20.0415299227703,15.8846361627153,71.043621226218,18.886945,910.5936125,891.7066675,3.44077612733705,782,82,230.5,62.5,NA,NA,NA,NA,2.86473649885544,140,1.81857637417577,89.5735007779934,7.85801426426351,220.712491631153,305,12,NA,NA,4.45807012793367
"Z026E0071",44.157697422787,118.284431304277,NA,16.1846213152132,55.543621226218,22.5,962.9566675,940.4566675,8.33333333333333,774.5,104.5,256,72.5,5.225,12.725,65.97,23.7264705915637,0.86473649885544,200,1.81857637417577,90.0735007779934,8.85801426426351,292.712491631153,364,7.5,NA,75.2416291977279,3.35807012793367
"Z026E0072",44,98.1666666666667,19.0415299227703,17.1576893423934,72.2222222233333,15.136945,866.1225,850.983055,4.94077612733705,696.5,90.5,182.5,65,NA,NA,NA,NA,0.86473649885544,145,2.81857637417577,84.6666666666667,6.85801426426352,164.712491631153,289,12,NA,60,4.63333333333333
"Z026E0073",42.5,116.333333333333,25.5415299227703,17.5,93.8333333333334,31.15139,918.6777775,887.52389,6.44077612733705,733.75,88.75,231,67.5,5.48921931449083,10.394921258578,71.9897476114519,NA,0.86473649885544,170,1.81857637417577,110.166666666667,6.85801426426351,190.712491631153,332,13,NA,70,4.51666666666667
"Z026E0074",43.6666666666667,101.666666666667,25.0415299227703,17.6666666666667,58.6666666666667,28.47111,957.5672225,929.0936125,9.94077612733705,693,90,243,64.2036014082141,4.98,13.08,63.83,NA,0.86473649885544,168.384299261511,1.81857637417577,82.5,8.85801426426351,274.712491631153,329.5,7,NA,60,3.3
"Z026E0075",36.1666666666667,110.333333333333,16.0415299227703,13.6666666666667,48.8333333333333,62.4566675,918.6777775,856.22111,6.66666666666667,817.5,89,220,55,4.855,13.505,68.4,6.05980392156373,0.86473649885544,127.5,4.81857637417577,99.3333333333333,11.8580142642635,204.712491631153,362.5,23,NA,67.5,4.5
"Z026E0076",42.6666666666667,105.666666666667,23.5415299227703,16,68.5,31.2186125,917.538335,886.3172225,7.33333333333333,741.196721511899,92.241542692935,244,54.2036014082141,3.62921931449082,16.254921258578,59.4597476114519,22.0598039215637,1.5,157.5,2.81857637417577,92.6666666666667,1.85801426426351,236.712491631153,340.5,14.5,0.462713575165899,72.5,2.98333333333333
"Z026E0077",47.907697422787,122.784431304277,33.5415299227703,15.8846361627153,112.043621226218,10.2475,881.360555,871.108055,4,762.25,98.5,236,65,5.205,10.365,71.58,12.0598039215637,0.86473649885544,185,1.81857637417577,116.073500777993,4.85801426426352,260.712491631153,324,9,NA,65,4.20807012793367
"Z026E0078",47.157697422787,97.2844313042773,NA,22.6846213152132,68.793621226218,27.886945,956.9830575,929.0936125,8,844.25,98,286.5,67.5,5.30921931449083,16.834921258578,60.239747611452,28.7264705915637,0.86473649885544,160,1.81857637417577,76.0735007779934,10.8580142642635,251.712491631153,376,6,NA,75,3.60807012793367
"Z026E0079",45.407697422787,105.666666666667,17.5415299227703,18.3846361627153,56.8333333333333,39.4422225,956.9830575,917.538335,9,862,97.25,277,64.2036014082141,4.985,14.375,65.885,23.3098039215637,0.86473649885544,147.5,1.81857637417577,86.6666666666667,10.8580142642635,228.712491631153,374,9,NA,59.7583708022721,3.68333333333333
"Z026E0080",42.907697422787,80.7844313042773,17.0415299227703,19.5846510102173,55.293621226218,22.9158325,926.5263875,903.608055,8.94077612733705,594.75,103.75,190,65,3.65,12.14,70.57,NA,0.86473649885544,152.5,0.818576374175771,73.8235007779934,10.8580142642635,178.712491631153,278.5,5.5,NA,70,2.88307012793367
"Z026E0081",47.657697422787,89.0344313042773,21.5415299227703,18.1346361627153,64.043621226218,31.331665,886.360555,855.02389,5.94077612733705,778.5,84.25,246,60,4.79,16.09,66.26,NA,0.86473649885544,167.5,-0.181423625824229,82.8235007779934,10.8580142642635,186.712491631153,315.5,6,NA,72.5,4.28307012793367
"Z026E0082",42.657697422787,138.284431304277,25.5415299227703,16.3846361627153,87.793621226218,28.3027775,940.4566675,912.14889,6.44077612733705,796.5,104,265,65,4.97921931449083,15.594921258578,64.0797476114519,NA,0.86473649885544,165,1.81857637417577,128.573500777993,8.85801426426351,204.712491631153,370.5,8.5,NA,80.2416291977279,4.43307012793367
"Z026E0083",41.0507069952455,106.136562961337,23.0415299227703,16.6576893423934,71.5338323939136,32.1080575,903.2330575,871.1225,7.41206330384595,655,87,164,64.2036014082141,5.29,13.72,69.14,30.3931372515637,0.86473649885544,147.5,0.818576374175771,96.937275707228,9.85801426426351,156.712491631153,252,13,NA,62.5,4.67437809506063
"Z026E0084",42.157697422787,90.0344313042773,25.0415299227703,17.8846361627153,66.043621226218,45.4158325,962.9566675,917.538335,6.94077612733705,802.75,92,174.5,70,3.775,14.35,68.46,30.3931372515637,0.86473649885544,193.384299261511,2.81857637417577,82.8235007779934,7.85801426426352,218.712491631153,272,10,NA,NA,3.30807012793367
"Z026E0085",45.157697422787,108.284431304277,23.0415299227703,15.8846361627153,77.543621226218,20.4566675,903.2330575,882.7763875,6.66666666666667,704,83.75,229.5,52.5,4.94921931449083,12.564921258578,72.6597476114519,37.0598039215637,0.86473649885544,140,1.81857637417577,93.0735007779934,9.85801426426351,202.712491631153,305,9,NA,57.5,5.03307012793367
"Z026E0086",44.6666666666667,99,26.0415299227703,15,68.1666666666667,23.9302775,940.4566675,916.5263875,5.66666666666667,658.5,89.75,176.5,69.2036014082141,4.45,14.595,66.715,NA,0.86473649885544,175,2.81857637417577,95.6666666666667,3.85801426426351,200.712491631153,272,15.5,NA,75,3.53333333333333
"Z026E0087",45.157697422787,103.284431304277,23.0415299227703,15.1346361627153,61.543621226218,36.84611,940.4566675,903.608055,7,854.5,100.5,241,65,5.27,14.115,65.52,23.7264705915637,0.86473649885544,165,2.81857637417577,72.8235007779934,6.85801426426352,234.712491631153,383,8,NA,70.2416291977279,3.70807012793367
"Z026E0088",40.907697422787,119.784431304277,29.5415299227703,15.8846361627153,78.543621226218,40.913335,917.3172225,876.39889,6.44077612733705,822.5,102.25,252.5,65,5.93,15.61,63.025,NA,1.86473649885544,175,2.81857637417577,105.573500777993,9.85801426426351,221.712491631153,337.5,11.5,NA,52.5,3.43307012793367
"Z026E0089",41.3333333333333,120.333333333333,28.5415299227703,14.8333333333333,66,24.6513875,917.538335,892.886945,5.33333333333333,765.5,94.5,263,56.25,4.94921931449083,12.024921258578,69.7897476114519,NA,0.86473649885544,178.384299261511,0.818576374175771,104.333333333333,8.85801426426351,268.712491631153,359.5,6.5,NA,55.2416291977279,3.13333333333333
"Z026E0090",44.907697422787,121.284431304277,35.0415299227703,18.8846361627153,95.543621226218,2.4038875,900.2475,897.8436125,6.66666666666667,766,111,238.5,64.2036014082141,5.33,13.41,67.735,38.7264705915637,0.86473649885544,172.5,0.818576374175771,119.323500777993,8.85801426426352,222.712491631153,301,4,NA,75.2416291977279,3.63307012793367
"Z026E0091",35.8985860095089,146.726874077326,NA,11.6846213152132,23.0534100585223,48.0164207426244,968.788335,956.17666783576,2.94077612733705,867.5,96.5,242.5,67.5,4.99078068550917,15.095078741422,66.6002523885481,NA,0.86473649885544,190,1.81857637417577,138.125448585544,5.85801426426351,244.712491631153,338,7,NA,NA,2.1417621608067
"Z026E0092",42.8985860095089,134.726874077326,NA,15.6846213152132,103.553410058522,24.1269757426244,947.353403028509,923.39777783576,6.44077612733705,766.5,89.5,233,57.5,NA,NA,NA,NA,0.86473649885544,162.5,2.81857637417577,111.125448585544,10.8580142642635,236.712491631153,312.5,7,NA,64.7583708022721,4.6917621608067
"Z026E0093",39.5,124,31.5415299227703,16.6666666666667,73.1666666666667,18.858055,924.0672225,905.2041675,7.33333333333333,804,108.75,242,62.5,4.38,13.98,68.37,12.0598039215637,0.86473649885544,195,2.81857637417577,118.666666666667,10.8580142642635,312.712491631153,370,12.5,NA,65.2416291977279,3.05
"Z026E0094",43.5,129.5,29.0415299227703,14.6666666666667,80.543621226218,24.27389,910.5936125,886.3172225,2.44077612733705,824.75,89,273.5,62.5,4.94078068550917,16.005078741422,65.6802523885481,NA,0.86473649885544,182.5,1.81857637417577,111.166666666667,3.85801426426351,253.712491631153,350.5,6.5,NA,62.5,3.81666666666667
"Z026E0095",49.3333333333333,141.666666666667,27.0415299227703,19.3333333333333,97.1666666666667,121.905865742624,980.406183028509,861.6922225,6.44077612733705,750,86,318.5,79.2036014082141,5.52078068550917,14.865078741422,67.6602523885481,NA,0.86473649885544,185,0.818576374175771,121.166666666667,4.85801426426351,278.712491631153,405.5,6,NA,77.5,4.4
"Z026E0096",42.8333333333333,126,23.0415299227703,13.3333333333333,85,21.05278,917.3172225,896.261945,8.33333333333333,864,101.25,232,69.2036014082141,4.28,13.22,70.485,28.7264705915637,0.86473649885544,190,1.81857637417577,109.833333333333,11.8580142642635,234.712491631153,311.5,13,NA,70.2416291977279,4.55
"Z026E0097",40.8985860095089,135.226874077326,NA,11.6846213152132,23.0534100585223,22.9158325,940.4566675,917.538335,3.94077612733705,805.25,96.25,248.5,54.2036014082141,4.49921931449083,13.244921258578,64.669747611452,NA,0.86473649885544,177.5,1.81857637417577,92.6254485855441,11.8580142642635,210.712491631153,368,16.5,NA,80,5.4917621608067
"Z026E0098",40.0507069952455,151.636562961337,32.0415299227703,14.1576893423934,92.9732949707389,6.94222249999999,883.3436125,876.39889,4.705678862366,708.5,101.5,171,59.2036014082141,4.335,13.665,70.27,NA,0.86473649885544,145,2.81857637417577,131.437275707228,5.85801426426351,164.712491631153,302,19.5,NA,50,3.72911891959665
"Z026E0099",37.8333333333333,132.5,19.0415299227703,14.6666666666667,57,57.7475,962.9566675,905.2041675,6,801,104,262,56.7036014082141,4.61921931449082,14.404921258578,68.0297476114519,NA,0.86473649885544,140,2.81857637417577,107.833333333333,8.85801426426352,270.712491631153,381,14,NA,55,3
"Z026E0100",41.6666666666667,102.166666666667,18.0415299227703,16.8333333333333,55.6666666666667,41.206665,903.72111,862.511945,12.440776127337,745.75,87.25,205.5,71.25,6.065,14.15,64.77,NA,0.86473649885544,163.75,4.81857637417577,81,11.8580142642635,218.712491631153,327,8.5,NA,55,4.26666666666667
"Z026E0101",38.8985860095089,125.329005734386,NA,17.6846213152132,75.5534100585223,46.386945,956.9830575,910.5936125,7.44077612733705,877,111,214,NA,5.20921931449083,13.584921258578,66.0497476114519,NA,0.86473649885544,142.5,2.81857637417577,119.625448585544,11.8580142642635,236.712491631153,309.5,10,NA,72.5,3.0917621608067
"Z026E0102",48.407697422787,150.784431304277,27.0415299227703,17.3846361627153,92.543621226218,37.22111,940.4566675,903.2330575,7.33333333333333,767,94,209,69.2036014082141,4.94921931449082,13.254921258578,66.3897476114519,25.3931372515637,0.86473649885544,135,0.818576374175771,121.323500777993,7.85801426426352,232.712491631153,284.5,8,NA,62.5,3.38307012793367
"Z026E0103",48.907697422787,110.034431304277,27.0415299227703,17.3846361627153,98.543621226218,34.9686125,896.6633325,861.6922225,7.66666666666667,718.25,91.5,245,52.5,4.165,13.855,68.7,18.7264705915637,0.86473649885544,182.5,1.81857637417577,101.323500777993,11.8580142642635,194.712491631153,352,7.5,NA,67.5,4.68307012793367
"Z026E0104",45.3333333333333,135.5,26.0415299227703,16.6666666666667,98,57.1847507426244,956.9830575,923.39777783576,5.66666666666667,822.25,99.75,261.5,62.5,NA,NA,NA,27.0598039215637,0.86473649885544,195,1.81857637417577,121.833333333333,7.85801426426351,235.712491631153,352.5,8,NA,NA,3.91666666666667
"Z026E0105",46.5415955819674,120.579005734386,NA,17.7076744948914,72.7330838030432,56.3530857426244,901.516738028509,845.34000283576,6,785.25,103.25,240.5,75,4.86,17.635,64.055,10.3931372545637,0.86473649885544,190,1.81857637417577,103.239223514779,6.85801426426351,211.712491631153,323,8,NA,75,4.36281095246968
"Z026E0106",46.4168088360651,130.841988531228,29.0415299227703,16.0846510102173,77.5338323939136,40.3291675,891.3172225,850.983055,4.705678862366,705,88.5,266,62.5,5.49,14.665,65.215,NA,0.86473649885544,140,-0.181423625824229,124.521552970443,13.8580142642635,214.712491631153,343.5,7,NA,60,3.52437809506063
"Z026E0107",45.5,125.5,19.0415299227703,17.3333333333333,90,4.12697574262437,927.353403028509,923.39777783576,3.94077612733705,848.25,98.5,257.5,55,4.81078068550917,13.815078741422,67.1802523885481,NA,0.86473649885544,167.5,3.81857637417577,110.333333333333,7.85801426426351,288.712491631153,374,9.5,NA,67.5,4.61666666666667
"Z026E0108",42.8333333333333,115.5,23.0415299227703,14.6666666666667,81.6666666666667,6.52639,873.2186125,866.6922225,4.44077612733705,800.5,97,238,51.7036014082141,6.81921931449082,17.164921258578,65.359747611452,NA,0.864736498855439,162.5,1.81857637417577,107.833333333333,6.85801426426351,244.712491631153,337,11,NA,65,5.761111111
"Z026E0109",41.11111111,129.444444433333,32.0415299227703,14.6666666666667,88.5,31.511945,916.5263875,885.009445,8,829.5,100,232.5,69.2036014082141,6.23,13.525,67.425,30.3931372515637,0.86473649885544,177.5,1.81857637417577,118.555555566667,8.85801426426351,214.712491631153,359,7.5,NA,72.5,4.45
"Z026E0110",38,129,28.0415299227703,14.3333333333333,75.6666666666667,41.2908325,924.0672225,882.7763875,9,773.75,86.75,233,57.5,5.45,12.68,69.915,22.0598039215637,0.86473649885544,187.5,0.818576374175771,121.666666666667,7.85801426426351,165.712491631153,351.5,14,NA,60,3.88333333333333
"Z026E0111",50.1666666666667,140.5,34.0415299227703,15.3333333333333,142.166666666667,13.886945,905.2041675,891.3172225,1.94077612733705,589.5,93.25,273.5,50,3.69078068550917,15.805078741422,65.9402523885481,NA,0.86473649885544,195,1.81857637417577,127.333333333333,7.85801426426351,195.712491631153,375.5,10.5,NA,77.5,5.71666666666667
"Z026E0112",42.657697422787,148.534431304277,23.0415299227703,14.8846361627153,75.5338323939136,45.2908325,889.8725,844.5816675,6.94077612733705,626.5,88.5,247,65,4.72078068550917,10.545078741422,71.6502523885481,NA,0.86473649885544,120,0.818576374175771,122.573500777993,8.85801426426351,192.712491631153,316.5,4.5,NA,60,3.80807012793367
"Z026E0113",41.157697422787,105.034431304277,18.0415299227703,14.8846361627153,59.793621226218,28.235555,917.538335,889.3027775,6,663.75,105.25,237,65,7.865,15.15,61.76,25.3931372515637,0.86473649885544,165,1.81857637417577,95.3235007779934,7.85801426426351,227.712491631153,333,7,NA,57.5,3.60807012793367
"Z026E0114",44.1666666666667,101.5,16.0415299227703,15.3333333333333,48.543621226218,53.75,956.9830575,903.2330575,5,749,96,258,61.7036014082141,5.345,14.755,64.105,25.3931372515637,0.86473649885544,167.5,1.81857637417577,80.5,8.85801426426351,238.712491631153,343,6.5,NA,67.5,4.05807012793367
"Z026E0115",42.407697422787,104.784431304277,25.0415299227703,13.3846361627153,85.293621226218,12.9158325,904.8725,891.9541675,4.44077612733705,621.5,104,195.5,75,NA,NA,NA,NA,0.86473649885544,135,2.81857637417577,99.5735007779934,3.85801426426351,222.712491631153,320.5,12,NA,75.2416291977279,4.75807012793367
"Z026E0116",41.407697422787,118.284431304277,28.0415299227703,15.3846361627153,79.793621226218,6.6658325,838.636945,831.9686125,8,747.75,91,166.5,62.5,5.52,13.165,68.315,12.0598039215637,0.86473649885544,162.5,2.81857637417577,103.323500777993,12.8580142642635,171.712491631153,305.5,16,NA,70,4.03307012793367
"Z026E0117",46.407697422787,126.784431304277,25.5415299227703,17.3846361627153,99.043621226218,51.84611,925.0672225,873.2186125,5.66666666666667,875,88,250,64.2036014082141,4.88,15,65.935,28.7264705915637,0.86473649885544,172.5,1.81857637417577,115.323500777993,4.85801426426351,234.712491631153,330,9,NA,55,4.53307012793367
"Z026E0118",47.657697422787,108.534431304277,19.5415299227703,16.3846361627153,63.543621226218,41.92778,933.8869425,891.9541675,4.33333333333334,845.75,83.75,267.5,55.7963985917859,4.70921931449083,12.124921258578,69.3797476114519,NA,0.86473649885544,180,-0.181423625824229,97.3235007779934,10.8580142642635,256.712491631153,350,3.5,NA,57.5,4.03307012793367
"Z026E0119",43.407697422787,122.784431304277,23.0415299227703,14.8846361627153,55.293621226218,29.860555,920.110555,890.2475,6,728,89.5,208,66.25,6.25921931449083,15.124921258578,66.2097476114519,NA,0.86473649885544,166.25,0.818576374175771,97.5735007779934,6.85801426426352,189.712491631153,300.5,13.5,NA,70.2416291977279,3.28307012793367
"Z026E0120",43.684605154426,117.136562961337,NA,16.2307276745695,NA,80.5164207426244,1036.51673802851,940.4566675,6.44077612733705,821,82.5,250.5,61.25,NA,NA,NA,NA,0.86473649885544,198.384299261511,2.81857637417577,136.852998444013,6.85801426426351,282.712491631153,363,7.5,NA,59.7583708022721,4.18385974413267
"Z026E0121",45.657697422787,111.534431304277,27.5415299227703,16.6346361627153,90.293621226218,21.7908325,926.259445,904.4686125,2.33333333333333,651.75,89,213.5,55.7963985917859,5.19921931449083,12.624921258578,68.399747611452,12.0598039215637,0.86473649885544,120,2.81857637417577,107.573500777993,2.85801426426351,210.712491631153,319,10.5,NA,57.5,4.28307012793367
"Z026E0122",38.7915955819674,119.579005734386,NA,12.9576744948914,59.9830838030432,17.360555,947.8172225,930.4566675,6.44077612733705,772.5,112.5,255,62.5,4.85078068550917,16.115078741422,65.0202523885481,NA,0.86473649885544,145,1.81857637417577,106.739223514779,11.8580142642635,246.712491631153,342.5,4,NA,NA,4.38781095246968
"Z026E0123",38.407697422787,86.7844313042773,15.0415299227703,14,47.8333333333333,6.52639,924.0672225,917.538335,5.66666666666667,800,87,231,67.5,3.62921931449083,11.934921258578,67.1497476114519,9.05980392156373,0.86473649885544,150,1.81857637417577,74.5735007779934,4.85801426426351,260.712491631153,382.5,13,NA,67.5,3.86666666666667
"Z026E0124",44.907697422787,139.284431304277,25.0415299227703,14.8846361627153,101.793621226218,46.0741957426244,914.574513028509,868.67666783576,4.44077612733705,845.696721511899,87.741542692935,265,57.5,3.28078068550917,11.635078741422,68.2102523885481,NA,0.86473649885544,175,1.81857637417577,133.323500777993,7.85801426426351,272.712491631153,356.5,10.5,NA,69.7583708022721,5.50807012793367
"Z026E0125",46.157697422787,151.284431304277,28.5415299227703,20.1346361627153,112.043621226218,45.4158325,900.4422225,855.02389,4.66666666666667,703,85,264,64.2036014082141,5.64,13.12,69.04,NA,0.86473649885544,170,0.818576374175771,137.573500777993,8.85801426426352,194.712491631153,372,13,NA,72.5,4.05807012793367
"Z026E0126",41.657697422787,147.909431304277,31.5415299227703,13.8846361627153,98.043621226218,34.6225,896.261945,861.636945,7.33333333333333,771.25,92,231,54.2036014082141,5.47,13.92,66.175,12.0598039215637,0.86473649885544,157.5,1.81857637417577,141.198500777993,12.8580142642635,260.712491631153,342,9.5,NA,77.5,3.75807012793367
"Z026E0127",41.0415955819674,112.329005734386,NA,18.2076744948914,58.9830838030432,17.360555,951.8436125,934.4830575,5.33333333333334,798.75,103.25,228.5,60.7963985917859,5.225,10.895,68.17,18.7264705915637,0.86473649885544,180,2.81857637417577,89.7392235147786,4.85801426426351,209.712491631153,363,17.5,NA,72.5,3.28781095246968
"Z026E0128",37.407697422787,104.034431304277,23.0415299227703,14.8846361627153,55.543621226218,18.886945,880.5791675,861.6922225,7.66666666666667,727,102.5,216,63.75,5.765,12.175,69.63,15.3931372515637,0.86473649885544,162.5,1.81857637417577,92.3235007779934,11.8580142642635,141.712491631153,295.5,15,NA,80,4.06666666666667
"Z026E0129",43.6666666666667,120,30.0415299227703,14,76,17.360555,937.9133325,920.5527775,5,780.75,90.25,239.5,62.5,4.29921931449083,13.594921258578,65.0297476114519,28.7264705915637,0.86473649885544,203.384299261511,2.81857637417577,112.166666666667,8.85801426426351,202.712491631153,352,9,NA,72.5,3.71666666666667
"Z026E0130",41,122.833333333333,22.0415299227703,19.1666666666667,66.6666666666667,57.1847507426244,980.406183028509,923.39777783576,6.94077612733705,771,89,224,61.25,4.52078068550917,14.635078741422,65.8902523885481,NA,0.86473649885544,168.384299261511,1.81857637417577,104.833333333333,11.8580142642635,202.712491631153,324.5,10.5,NA,49.7583708022721,2.7
